'Bah que debate “sonolento” Melhor remédio para dormir #DebateNaBandRS', 'neutral'
'O tamanho da intérprete de libras \n#DebateNaBandRS ', 'neutral'
'Eu sou de Metade Sul sou de Santa Maria' VAI TOMAR CU #DebateNaBandRS', 'neutral'
'#DebateNaBandRS \n#PalavraDeGaucho ', 'neutral'
'LARGA COLA ARGENTA #DebateNaBandRS', 'neutral'
'@HenriqueFontana @EdegarPretto ', 'neutral'
'Leite diz que  ocorreram dificuldades para realizar licitação transporte porque pandemia mudou esse perfil de uso Mas afirma que estudos estão prontos\nHeinze diz que vai implantar integração transporte coletivo com tarifa única cita modelo de Curitiba #DebateNaBandRS', 'neutral'
'@Luizao_Band 21h06 - Porto Alegre\n\n#Fantástico 201\n#DomingoEspetacular 65\n#ProgramaSilvioSantos 63\n#Encrenca 24\n#DebateNaBandRS 18', 'neutral'
'@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Então @EduardoLeite_ justifica que falta de investimentos se deve aos poucos recursos governo federal e falta de condições para fazer licitação das atuais linhas #DebateNaBandRS', 'neutral'
'Edegar cita professores e servidores com baixa estima e diz que uma escola sem atração não vai fazer crianças aprenderem Diz que fará pesado investimento em educação e valorizando servidores Cita três refeições para crianças nas escolas como projeto #DebateNaBandRS', 'neutral'
'Os servidores públicos não podem ser tratados como adversários Estado\n\n#DebateNaBandRS', 'neutral'
'Acompanhando o debate para dar umas risadas fim de domingo  #DebateNaBandRS', 'neutral'
'PR @jairbolsonaro \n \n@augustosnunes\n@Rconstantino\n@AnaPaulaVolei\n@alexandregarcia\n@realpfigueiredo\n@GFiuza_Oficial\n@onyxlorenzoni\n@Biakicis\n@CarlaZambelli38\n@carlosjordy\n@PaolaSDaniel\n@leandroruschel\n@cristinagraeml\n@karinamichelin\n@CarinaBelome\n@AdrillesRJorge\n@kimpaim\n@taoquei1 ', 'neutral'
'Roberto Argenta PSC obcecado com Metade Sul #DebateNaBandRS', 'neutral'
'O heinze tá de social e tênis esportivo mdssssss #DebateNaBandRS', 'neutral'
'É #DebateNaBandRS mas em certos momentos parece #DebateNaBandMG 🤨', 'neutral'
'Começou real  #DebateNaBandRS', 'neutral'
'@EduardoLeite_ Grande Bolsoanaro', 'neutral'
'bra di nha argenta-jobim #DebateNaBandRS', 'neutral'
'O Argenta na campanha só pra vender sapatos #DebateNaBandRS', 'neutral'
'@EduardoLeite_ Fechado os supermercados', 'neutral'
'@EduardoLeite_ E o dinheiro governo federal  ', 'neutral'
'@EdegarPretto falando que precisa combate à fome retomada de direitos e dignidade #DebateNaBandRS', 'neutral'
'O #DebateNaBandRS mais parece um fraterno encontro entre liberais', 'neutral'
'@EduardoLeite_ O Aécio Neves vai participar governo em caso de reeleição', 'neutral'
'@DirlopLula13 #DebateNaBandRS ', 'neutral'
'@dimacgarcia @EduardoLeite_ Opa caiu isso daqui ', 'neutral'
'Lei @EdegarPretto Susaf criada em 2011 e permite que agroindústrias familiares possam comercializar seus produtos de origem animal em todo o território gaúcho o que resulta em crescimento mais postos de trabalho e renda campo #LulaOlivioPrettoRuas #DebatenaBandRS', 'neutral'
'Esperando ansiosamente o @Heinzeoficial citar Mia Khalifa debate Nunca te pedi naaaada  #DebateNaBandRS', 'neutral'
'@EduardoLeite_ Investimentos em lacre para gôndolas de supermercados', 'neutral'
'@ovizzotto O candidato fazendo #publi da própria empresa na pergunta socorro #DebateNaBandRS', 'neutral'
'O candidato PSC meteu um publi debate #DebateNaBandRS', 'neutral'
'30 segundos para pergunta é muito pouco #DebateNaBandRS', 'neutral'
'Calçados Beira-Rio é empresa mais beneficiada com propaganda incidental até agora #DebateNaBandRS', 'neutral'
'@EduardoLeite_ E nem agradeceu ao presidente @jairbolsonaro', 'neutral'
'Repitam comigo DIMINUIR O NÚMERO DE SECRETARIAS NÃO REDUZ GASTOS ESTADO É POLÍTICA POPULISTA BARATA E INEFICIENTE #DebateNaBandRS', 'neutral'
'Que beleza o Argenta fazendo uso debate governo estado pra fazer propaganda da sua empresa #DebateNaBandRS', 'neutral'
'Os dois candidatos empresários fazendo pergunta “levanta bola pra cortar”  #DebateNaBandRS', 'neutral'
'Roberto Argenta acabou fazer merchandising da própria empresa #DebateNaBandRS', 'neutral'
'#DebateNaBandRS candidato Novo  Sou novidade Vou privatizar tudo Algunma platidude e frase de efeito ', 'neutral'
'O candidato fazendo #publi da própria empresa na pergunta socorro #DebateNaBandRS', 'neutral'
'O que Eduardo Leite fez pela educação Estado nesses 4 anos poder O gringo tava certo#DebateNaBandRS', 'neutral'
'Eduardo Leite perguntando o q fazer pelas mulheres empreendedoras o outro lá responde nada com nada  Ora é o mesmo que se faz por qualquer empreendedor Menos imposto gente  #DebateNaBandRS', 'neutral'
'Bogo fala dos problemas e dificuldades diz que educação é fundamental e base Diz que não vai ter trabalhador qualificado sem escola qualificada Que não há inovação sem laboratórios nas escolas #DebateNaBandRS', 'neutral'
'O candidato ao governo RS Roberto Argenta argumenta que ao invés de promover proteção à mulher deve-se promover dignidade através emprego Argenta é o dono dos Calçados Beira Rio Candidato qual o percentual de mulheres contratadas e seus salários #DebateNaBandRS', 'neutral'
'O candidato Partido Novo deixa claro quem serve Fala Estado como homem branco classe média que não precisa Estado para ter o mínimo de direitos garantidos Fora da realidade  #DebatenaBandRS #LulaOlivioPrettoRuas', 'neutral'
'@StelaFarias O candidato Partido Novo deixa claro quem serve Fala Estado como homem branco classe média que não precisa E…', 'neutral'
'@bandrs Edegar Pretto PT chegando na Band RS #DebateNaBand #DebateNaBandRS ', 'neutral'
'@matheuspggomes Ser contra privatizações da Corsan e Banrisul é um compromisso estratégico com o povo gaúcho Nosso candidato g…', 'neutral'
'@bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…', 'neutral'
'@BrasilEmComum Bom dia\nLembrando que hoje às 21 teremos o primeiro debate para governador RS na @bandrs Vamos participar nas redes…', 'neutral'
'@bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…', 'neutral'
'@Nandocardoso90 @EngZini @EdegarPretto sempre perde 30s endeusando @LulaOficial MDS kkk', 'neutral'
'@EngZini Debate aqui @TwitterBrasil tá melhor que lá na @bandrs \n\n#DebateNaBandRS', 'neutral'
'@onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n', 'neutral'
'@EdegarPretto Hoje noite participo 1º debate e conto contigo para acompanhar em todas redes sociais Minha equipe estará pronta…', 'neutral'
'@paoladcs Terceiro bloco com tema livre Candidato escolhe quem vai responder #DebateNaBandRS', 'neutral'
'@StelaFarias O candidato Partido Novo deixa claro quem serve Fala Estado como homem branco classe média que não precisa E…', 'neutral'
'@onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n', 'neutral'
'@anapaulasago @bandrs Precisamos ser parceiros retomar um projeto de desenvolvimento regional e integrado com uma política industrial…', 'neutral'
'@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ O senador @Heinzeoficial diz que vai implementar uma tarifa única de transporte público metropolitano com integração É muito importante fazer investimento'' diz Heinze que lê um papel na bancada #DebateNaBandRS', 'neutral'
'@julioaraujopsol Eduardo Leite falando das mulheres e eu só consigo lembrar caso dos exames citopatológicos #DebateNaBandRS', 'neutral'
'@Alberto_EC_Melo @EngZini @EduardoLeite_ ', 'neutral'
'@giovanicherini              º     \n\n#DebateNaBandRS…', 'neutral'
'@bandrs Resposta de Onyx Lorenzoni PL à pergunta inicial #DebateNaBand #DebateNaBandRS ', 'neutral'
