"author_id","created_at","id","lang","retweet_count","text"
"1533258755420340224","2022-08-08T00:45:50Z","1556441520584245253","pt","0","@SaberVital2 @EduardoLeite_ Fique em casa"
"118507192","2022-08-08T00:44:31Z","1556441187367657473","pt","0","Pietro é um boneco de ventríloquo   #DebateNaBandRS"
"2784588469","2022-08-08T00:44:07Z","1556441087413297152","pt","0","@EduardoLeite_ 25 secretarias Pqp"
"843627739374669824","2022-08-08T00:43:50Z","1556441015724216320","pt","0","Tarso Genro QUEBROU o estado e na eleição seguinte nem pra segundo turno foi\nOlivio Dutra só é lembrado por ter mandado Ford pra Bahia\n\nO PT é patético RS \n#DebateNaBandRS"
"981908013723406338","2022-08-08T00:41:42Z","1556440479696240640","und","0","PR @jairbolsonaro \n#LULALADRÃO \n#STFOrganizacaoCriminosa \n#BarrosoMentiroso  \n@augustosnunes\n@Rconstantino\n@AnaPaulaVolei\n@alexandregarcia\n@realpfigueiredo\n@GFiuza_Oficial\n@onyxlorenzoni\n@Biakicis\n@CarlaZambelli38\n@carlosjordy\n@PaolaSDaniel\n@leandroruschel\n@cristinagraeml "
"1481595856205881348","2022-08-08T00:42:35Z","1556440701348503552","pt","0","Sempre tem um cara debate que é de um partido que governa algum estado que ele passa o debate inteiro falando tal estado como se fosseo reino de tão tão distante Kkkkkkk #DebateNaBandRS"
"2865326772","2022-08-08T00:41:36Z","1556440455251894273","pt","3","Esse cara NOVO tem uma cara altamente s0c4vel #DebateNaBandRS"
"3982962497","2022-08-08T00:41:44Z","1556440488001028097","pt","0","O Onix péssimo Está apenas defendendo o indefensável… #DebateNaBandRS"
"1096905206565097472","2022-08-08T00:37:42Z","1556439474321690625","pt","8","O Eduardo Leite parece aquela meia que perdeu o outro pé e fica olhando pras meias e perguntando “ meu par é vc” Assim está o Leite olhando pros cargos políticos e perguntando “é vc” Tentou ser presidente não rolou Tá tentando tudo que é cargo Kkk\n#DebateNaBandRS"
"1259656426231869440","2022-08-08T00:38:16Z","1556439617716502528","pt","0","meu deus o Heinze ta LENDO SEM NEM DISFARÇAR \n\n#DebateNaBandRS"
"954681628193849344","2022-08-08T00:37:51Z","1556439510371778567","pt","1","O @EduardoLeite_ não tem vergonha de escolher o tema das mulheres para debaterPor 3 anos consecutivos destinou quase nada para políticas públicas para mulheres último ano destinou milhões que nem serão aplicados Em seu governo os feminicidios só cresceram #DebateNaBandRS"
"1119502194485747712","2022-08-08T00:38:01Z","1556439555431190534","pt","0","O @Heinzeoficial já foi melhor em debate Parece que tá meio grogue"
"2235596608","2022-08-08T00:38:05Z","1556439569138155521","pt","0","#DebateNaBandRS \n\nPara quem não conhece o trabalho senador\n@Heinzeoficial  segue um vídeo mostrando os melhores momentos dele onde ele mostra toda sua capacidade de passar vergonha\n\n"
"1505917733426413579","2022-08-08T00:38:12Z","1556439598909325313","pt","0","Eduardo Leite é o campeão cinismo se apresenta como moderno mas sua única meta é privatizar o que resta patrimônio público RS  #DebateNaBandRS"
"1189515512696442880","2022-08-08T00:38:07Z","1556439578957029383","pt","8","Eduardo Leite falando que defende mulheres gaúchas engana quem Não esquecemos Ieda Greice e Emanuele que perderam suas vidas pela irresponsabilidade então prefeito na fiscalização dos contratos de saúde em Pelotas \n#DebateNaBandRS"
"303852903","2022-08-08T00:38:19Z","1556439628772741120","pt","0","@Heinzeoficial parece atordoado Tem que ficar Senado e apoiar @onyxlorenzoni"
"906173820163293184","2022-08-08T00:38:21Z","1556439637429714944","pt","0","Leite continua com seu discurso “politiqueiro” e nada administrativo #DebateNaBandRS"
"1124140833547141121","2022-08-08T00:44:59Z","1556441305882009601","pt","1","O Heinze tá em outro planeta né Disse que 20 anos atrás trabalhou questão Rio Ibicuí com dinheiro governo Bolsonaro que assumiu quatro anos atrás #DebateNaBandRS"
"1083017623837777921","2022-08-08T00:44:46Z","1556441253226627072","pt","7","Ricardo Jobim NOVO é o representante da direita inimiga meio-ambiente na disputa ao Governo RS Defendeu que FEPAM deve liberar licenças ambientais mais rápido Ou seja quer uma análise de qualquer jeito sem avaliar riscos e propensa erros graves #DebateNaBandRS"
"626085468","2022-08-08T00:44:34Z","1556441200189591552","pt","0","O desgoverno qual o Onyx faz parte e o Heinze apoia nunca foi bem administrado e prova disso é de como o país está atualmente Esses dois bolsonaristas não vão saber administrar o RS 🤨 #DebateNaBandRS"
"1290059238543372289","2022-08-08T00:44:24Z","1556441161803259904","pt","0","Onyx concorda com o negacionismo governo Bolsonaro Achou normal o presidente negar pandemia atrasar vacinas e deixar o povo na mão #DebateNaBandRS  #LulaOlivioPrettoRuas"
"1423258238724759554","2022-08-08T00:43:33Z","1556440947252252675","pt","0","@EduardoLeite_ Vai mentir em outro lugar entreguistaDeixou os funcionários na miséria Onde esta o desenvolvimento desse Estado Abandonaste o Governo tentando enganar em voos mais altos de onde foste rechaçado e agora voltas querendo retornar ao lugar que abandonasteVai criar vergonha"
"118507192","2022-08-08T00:40:49Z","1556440256760741889","pt","0","Esse novo é o novo Maroni #DebateNaBandRS"
"380566720","2022-08-08T00:39:58Z","1556440044256104448","pt","0","@EduardoLeite_ Mentiroso"
"118507192","2022-08-08T00:39:10Z","1556439844485824512","pt","0","Onyx é histerico  #DebateNaBandRS"
"38676166","2022-08-08T00:39:01Z","1556439804241379330","pt","0","Pô @bandrs  põe um TP pro Heinze pra ele não passar tanta vergonha lendo papelzinho #DebateNaBandRS"
"809883120","2022-08-08T00:38:31Z","1556439681121898497","pt","0","Dá pra acreditar Leite não #DebateNaBandRS "
"110148693","2022-08-08T00:39:11Z","1556439845676863489","pt","0","@onyxlorenzoni Ódio exala quem faz caixa 2"
"1455260439730966532","2022-08-08T00:39:33Z","1556439941604933632","es","0","@CentralEleicoes @Heinzeoficial burro"
"304418513","2022-08-08T00:41:04Z","1556440320539299840","pt","0","Eu fico imaginando força que mesmo um mau caráter precisa fazer para fingir acreditar Onyx #DebateNaBandRS "
"1193362901102407681","2022-08-08T00:45:21Z","1556441398655713280","pt","0","@SigaPepeVargas @EdegarPretto Quanto mais não poderia ser feito se não tivessem roubado tanto"
"22099605","2022-08-08T00:42:53Z","1556440777001148417","pt","0","@EduardoLeite_ Foi o senhor que mandou os supermercados fecharem gôndolas porque queria proibir pessoas de comprar o que elas precisavam Quem lhe dá essa autoridade de querer dizer o que o cidadão deve ou não comprar Tirano"
"74503101","2022-08-08T00:42:58Z","1556440798824222721","pt","0","E o candidato que quer reduzir secretarias RS já criou duas secretarias #DebateNaBandRS"
"1455004730","2022-08-08T00:44:02Z","1556441066131308545","pt","1","@alucianapeters @bandrs @EduardoLeite_ Ok então quando posto de combustível pague o valor sem redução ICMS pois este governador não quer redução"
"612153535","2022-08-08T00:45:46Z","1556441506063474688","pt","5","Menos da metade dos jovens de 15 19 anos estão matriculados Ensino Médio @EduardoLeite_ que vergonha E ainda quer se reeleger #DebateNaBandRS"
"1084248169859436544","2022-08-08T00:41:35Z","1556440451561005056","pt","0","@EduardoLeite_ Pagou contas com dinheiro Governo federal que lhe foi enviado para COVID Fora traidor"
"1057056173164257280","2022-08-08T00:45:27Z","1556441424622673922","pt","0","@EduardoLeite_ Viraram crise com dinheiro governo federal Baixou gasolina mas o gás natural foi auturaslargou o governo estado por mais poder e se deu mal aínda MEU FOTO NÃO LEVA"
"936312900091826176","2022-08-08T00:44:51Z","1556441273564798976","pt","0","O candidato @RicardoJobim30 quer transformar o RS em uma empresa privada…cara maluco"
"156841153","2022-08-08T00:41:34Z","1556440448742424576","pt","0","krl esses dois fdp fanboy de minas gerais ta deixando maluco #DebateNaBandRS"
"84330177","2022-08-08T00:38:25Z","1556439654311903234","pt","0","Bah o senador Heinze lendo respostas RESPOSTAS PQP #DebateNaBandRS"
"242975117","2022-08-08T00:42:05Z","1556440578052734976","pt","0","Tem um candidato que tá aproveitando para fazer propaganda da empresa dele o calçados beira rio Tá foda #DebateNaBandRS"
"1417935271295868935","2022-08-08T00:42:25Z","1556440659002900480","pt","0","Tchê O #DebateNaBandRS  tá terrível não conheço boa parte dis candidatos e maioria deles são da base governo Bolsonaro Filhotes da ditadura"
"612153535","2022-08-08T00:41:19Z","1556440382841446400","pt","4","Que despreparo esses caras que querem ser governador RS e não conseguem nem concluir um raciocínio tempo preconizado num debate #DebateNaBandRS"
"1264369164539572225","2022-08-08T00:40:21Z","1556440139014049794","pt","18","RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…"
"913560776425779200","2022-08-08T00:38:26Z","1556439657528938497","pt","0","Heinze é o melhor standup Ele viaja na maionese muito e o pior é gente delirante como ele que vão votar nesse boçal Só fala MERDA #DebateNaBandRS"
"118507192","2022-08-08T00:38:34Z","1556439691779575815","pt","0","Heinz vai implementar “entregacao” transporte Ato falho Nao acredito #DebateNaBandRS"
"1350984786903519236","2022-08-08T00:41:03Z","1556440315573182466","pt","0","@drschulte_ @EdegarPretto Se roubando ela da todo esse lucro"
"134851310","2022-08-08T00:45:54Z","1556441537696899072","pt","0","@alucianapeters @bandrs @EduardoLeite_ Pra entregar o patrimônio público preço de banana é sim"
"2737716509","2022-08-08T00:45:54Z","1556441537181007873","pt","0","@EduardoLeite_ Onde isso  Temos piores estradas da União Uma vergonha e um risco aos gaúchos"
"68054119","2022-08-08T00:42:22Z","1556440648500346886","pt","0","Inacreditável os candidatos ao Governo RS simplesmente não sabem LER #DebateNaBandRS"
"3982962497","2022-08-08T00:41:06Z","1556440331226419200","pt","0","@vicentebogo @Heinzeoficial Roberto Argenta e @EduardoLeite_  ruins demais #DebateNaBandRS"
"40696104","2022-08-08T00:41:05Z","1556440325568307200","pt","0","gente se espelha modelo Zema o poço realmente não tem fundo 🤡 #DebateNaBandRS"
"1331888517564293123","2022-08-08T00:42:01Z","1556440559950102535","pt","0","proposta Jobim para o governo estado é puxar o saco Zema #DebateNaBandRS"
"1127249027425296389","2022-08-08T00:41:15Z","1556440366500429824","pt","0","O candidato Novo parece não saber que os partidos sérios fazem convenção pra escolher quem vai concorrer qual cargo #DebateNaBandRS"
"48511151","2022-08-08T00:40:49Z","1556440259424124928","pt","1","Eduardo Leite falando das mulheres e eu só consigo lembrar caso dos exames citopatológicos #DebateNaBandRS"
"1071954166191415299","2022-08-08T00:41:24Z","1556440404643414016","pt","0","Bah e essas perguntas compradas #DebateNaBandRS óbvio que essa levantada de bola pra o outro corta é armada Tinha que ser N"
"62321663","2022-08-08T00:42:58Z","1556440800120152069","pt","0","Candidato Novo fala que passou em processo seletivo pra concorrer ao governo E diz que secretaria é cabide de emprego Eu trabalho numa secretaria como concursado Pau cu Novo - ontem hoje e sempre #DebateNaBandRS"
"567683764","2022-08-08T00:43:52Z","1556441024205099008","pt","0","@EduardoLeite_ É obvio q esses comentários favor desse mentecapto desse homem frágil ñ são orgânicos engana que eu gosto"
"978686572441849856","2022-08-08T00:38:42Z","1556439724373467137","pt","0","Onix falando prejuízo Banrisul Como se não fizesse parte projeto dele Leite e qualquer um que só pensa em vender patrimônio público preço de carro popular #DebateNaBandRS"
"254272138","2022-08-08T00:39:36Z","1556439950857494529","pt","2","RT @alxlindenmeyer Precisamos estar atentos contra o entreguismo que é público que pertence ao povo Companheiro @EdegarPretto está…"
"66259735","2022-08-08T00:46:04Z","1556441580432723968","pt","1","Heize mais perdido não tem Onixy só fala bozo e defende o indefensável Leite na defensiva e perdido Dobradinha neoliberal Novo e PSC Viera da Cunha indo bem @EdegarPretto  tá surpreendendo #timedoLula #DebateNaBandRS"
"626085468","2022-08-08T00:45:44Z","1556441496257265668","pt","0","O Eduardo Leite dizendo que implementou políticas para proteger Mulheres mas infelizmente teve feminicídios governo dele 🤨 #DebateNaBandRS"
"1017216016504541189","2022-08-08T00:42:41Z","1556440730159267841","pt","0","O candidato PSC e Novo em uma tensão sexual discutindo quem vai cortar mais secretaria kkkkk #DebateNaBandRS"
"1058037270186475521","2022-08-08T00:40:09Z","1556440090825613312","pt","0","Argenta pergunta ao Jobim cita Romeu Zema puxando-saco e fala que Zema é cliente da calçados Beira-Rio  Jobim diz que se espelha governo Zema fala em processo seletivo para secretário de estado #DebateNaBandRS"
"1331888517564293123","2022-08-08T00:43:36Z","1556440958983700480","pt","0","O cara que tava defendendo acabar com secretarias tá querendo agora criar secretaria da irrigação obs não para de chover em porto alegre #DebateNaBandRS"
"247545024","2022-08-08T00:43:24Z","1556440907607687173","pt","0","Como um partido nomeia um candidato que não consegue formular perguntas e respostas sem ler #DebateNaBandRS"
"1058037270186475521","2022-08-08T00:42:58Z","1556440798383718400","pt","0","Jobim diz que é filho da metade sul sendo de Santa Maria Diz que estado atrapalha quem quer crescer olha o papo coach #DebateNaBandRS"
"1193362901102407681","2022-08-08T00:38:29Z","1556439671479173124","pt","0","O Dudu tirando água capote Vc não fez licitações por incompetência Parabéns senador pergunta de quem já tem um projeto #DebateNaBandRS "
"68759158","2022-08-08T00:42:20Z","1556440638979248128","pt","5","Exatamente O aumento dos feminicídios RS é resultado dessa negligência com vida e os direitos das gaúchas que não contam com rede de proteção extinta por Sartori e ignorada por Leite #DebatenaBandRS #LulaOlivioPrettoRuas "
"15587861","2022-08-08T00:45:34Z","1556441452112134144","pt","5","RT @Henriqueptpel O que não é bom pro Rio Grande @onyxlorenzoni  é lógica privatista BB e Caixa tiveram lucros mas economia recuou…"
"45099249","2022-08-08T00:40:05Z","1556440073222213632","pt","1","RT @NatashaPSOL 680 mil pessoas morreram Brasil por causa da covid-19 E o Onyx ainda tem coragem de dizer que Bolsonaro atuou bem dura…"
"53145280","2022-08-08T00:43:57Z","1556441045822742528","pt","0","#DebateNaBandRS Argenta fala em reduzir secretarias mas já falou em criar duas novas… coerência zero"
"917778463","2022-08-08T00:47:45Z","1556442003528990722","pt","13","RT @luizmuller O Onix Lorenzoni sempre apoiou o Leite na política de Privatização e Desmonte  Agora critica o parceiro privateiro Barbar…"
"71015938","2022-08-08T00:38:48Z","1556439751485542402","pt","0","Vendo o #DebateNaBandRS quando aparece o Heinze única coisa que escuto é “porrrrrnô” Obrigado @medoedeliriobr"
"1693931534","2022-08-08T00:38:54Z","1556439773946040320","pt","2","@EdegarPretto @PTpoa Em quase 4 anos governo @EduardoLeite_ não foi implantado qualquer programa social apesar de burras Estado estam cheias graças inflação e da entrega criminosa e antidemocrática patrimônio público que retirou o direito de manifestação da sociedade gaúcha"
"8388312","2022-08-08T00:39:31Z","1556439929160335360","pt","43","RT @FlorbelaEspanc5 Insuportável ouvir o Onyx debate da Band Ele não está fazendo campanha para ele Está fazendo campanha para o Bols…"
